CLID	SYMBOL	NAME	MICROARRAY_CLASSIFICATION	TRADITIONAL_CLASSIFICATION	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
IMAGE:46565	None	ESTs_	None	None	-0.0034	-0.0091	0.00066	-0.0021	0.00467	0.00067	0.00058	-0.01282	0.00099	-0.0029	-0.00981	0.00199	-0.00467	0.00633	0.00371	-0.01358	0.00357	-0.00599
IMAGE:46866	None	Homo_sapiens_mRNA_full_length_insert_cDNA_clone_EUROIMAGE_46866_	None	None	-0.00308	-0.00303	0.01723	-0.00218	-0.00206	-0.00369	0.00241	-0.00569	-0.00183	0.00507	0.00235	0.00412	0.0118	0.00942	0.00359	-0.00751	0.00939	-0.00729
IMAGE:46921	None	ESTs_	None	None	-0.0057	0.0003	0.00673	-0.00646	0.00096	-0.0042	0.00114	0.0014	0.00386	0.00243	-0.00386	0.01857	-0.01036	-0.00202	0.01627	0.00393	-0.00873	-0.00837
IMAGE:469281	LLGL1_	lethal_giant_larvae_homolog_1_(Drosophila)_	None	None	-0.01441	0.00655	0.0159	0.03016	-0.0066	-0.01883	-0.02266	0.00193	0.00601	-0.02121	0.00231	0.00104	0.00284	0.01011	-0.00034	0.00625	0.0004	-0.01016
IMAGE:46931	FLJ21916_	hypothetical_protein_FLJ21916_	None	None	0.00182	-0.01011	0.01137	0.00527	-0.00943	-0.00265	-0.00149	0.01296	-0.00554	0.00133	-0.00774	0.00969	-0.0015	-0.00755	0.01252	0.00817	-0.00693	-0.00834
IMAGE:469686	RIT_	"Ric-like,_expressed_in_many_tissues_(Drosophila)_"	None	None	0.00136	-0.00012	0.00091	0.00598	-0.00224	0.00369	0.00012	0.00075	-0.00707	-0.00633	-0.0037	0.01044	-0.00465	0.00076	0.00862	-0.00078	-0.00335	-0.00851
IMAGE:469704	RA41None_	vesicle_transport-related_protein_	None	None	0.0001	0.00199	-0.00314	0.0015	0.00329	0.00258	0.00806	0.00295	0.00504	0.0023	-0.00531	-0.0244	0.00474	0.00293	-0.00434	-0.01512	0.00426	-0.00832
IMAGE:469762	GJA7_	"gap_junction_protein,_alpha_7,_45kD_(connexin_45)_"	None	None	-0.00044	0.00391	-0.00885	0.00061	-0.01023	0.01051	-0.00736	0.01557	0.02411	-0.00195	-0.00753	0.01392	-0.00019	0.00013	0.00366	-0.00086	-0.00789	-0.00975
IMAGE:470001	COL4A5_	"collagen,_type_IV,_alpha_5_(Alport_syndrome)_"	None	None	0.00322	0.01127	-0.01575	0.00361	-0.01039	0.00469	0.00182	0.01046	-0.00108	0.00052	-0.00676	0.01127	-0.01335	0.00896	0.00176	-0.01146	0.00088	-0.01015
IMAGE:470061	SIAH2_	seven_in_absentia_homolog_2_(Drosophila)_	None	None	0.00154	-0.00932	-0.0083	0.00296	-0.00543	0.0023	0.00176	0.00535	0.00156	0.00557	0.01217	-0.0013	-0.01708	-0.00204	-0.01265	-0.01002	0.01166	-0.00749
IMAGE:470144	None	None	None	None	0.00268	0.00075	0.00534	-0.00172	-0.00029	0.00888	0.00331	0.00592	-0.00277	-0.00583	0.00762	-0.00045	-0.01057	-0.00474	0.00254	0.00972	-0.00508	-0.01007
IMAGE:470216	MYO6_	**myosin_VI_	None	None	-0.00088	0.00168	0.00289	-0.01107	-0.00406	-0.00712	0.01432	0.00262	0.00094	0.01123	-0.00234	0.00636	0.00937	0.01012	0.01216	-0.00498	-0.00559	-0.00946
IMAGE:470279	CNTNAP1_	contactin_associated_protein_1_	None	None	-0.01822	0.0028	0.00859	0.00349	-0.02036	0.00165	-0.00395	-0.00071	-0.00046	0.00148	0.0005	0.00392	-0.00391	-0.00391	-0.00725	0.00967	0.00156	-0.00907
IMAGE:470393	MMP7_	"matrix_metalloproteinase_7_(matrilysin,_uterine)_"	None	None	-0.00938	-0.0235	0.0082	-0.00079	0.00129	0.0017	0.00555	-0.0105	-0.00252	0.00871	-0.00414	0.00424	0.00713	-0.01569	0.01221	0.00895	-0.00942	-0.00766
IMAGE:470621	CDK7_	"cyclin-dependent_kinase_7_(MO15_homolog,_Xenopus_laevis,_cdk-activating_kinase)_"	None	None	0.02827	-0.04082	0.01542	0.05188	0.04347	0.0735	0.00123	0.02247	0.02654	0.05318	0.01016	0.01895	-0.00153	-0.00924	0.01672	-0.01298	0.0072	-0.00832
IMAGE:47080	MGC13None33_	hypothetical_protein_MGC13033_	None	None	0.00307	-0.00393	-0.00801	0.00039	-0.00079	0.00956	0.00438	0.00425	0.01108	0.00111	-0.00797	0.00721	0.00556	-0.00324	0.01244	-0.0154	-0.00081	-0.00752
IMAGE:47096	FUSIP1_	FUS_interacting_protein_(serine-arginine_rich)_1_	S	None	-0.03428	0.00396	-0.00182	0.03687	0.00779	-0.02069	0.00887	-0.00781	0.00478	-0.00028	0.00757	-0.00682	-0.00741	-0.01034	0.0004	-0.0033	0.00408	-0.00777
IMAGE:471196	ITM3_	integral_membrane_protein_3_	None	None	-0.01328	-0.01929	-0.0027	0.00414	-0.01919	0.00222	0.01085	0.00316	-0.01753	0.01924	-0.01825	-0.00841	-0.00926	-0.0044	-0.01589	-0.0118	-0.01244	-0.01151
IMAGE:471266	DGCR6L_	DiGeorge_syndrome_critical_region_gene_6_like_	None	None	-0.00147	-0.00258	-0.0001	0.00332	0.00042	0.00043	0.01475	0.01024	-0.01035	0.004	0.00107	0.00175	-0.00179	-0.00874	-0.00163	0.0069	-0.02002	-0.01332
IMAGE:471655	None	"**Homo_sapiens_cDNA_FLJ38854_fis,_clone_MESAN2010664_"	None	None	-0.00058	0.00684	-0.00598	-0.00353	0.00715	0.00063	0.00298	0.00486	0.02224	-0.00533	0.01419	0.00076	-0.00042	0.00735	0.00087	0.00077	-0.01131	-0.01235
IMAGE:471664	2NoneD7-FC4_	hypothetical_protein_20D7-FC4_	None	None	-0.01068	-0.00391	-0.00624	-0.00247	-0.0041	-0.00407	0.0073	-0.00147	0.00457	0.00902	-0.01238	0.00512	0.00446	-0.00255	0.00669	-0.00004	-0.00816	-0.0084
IMAGE:471863	TEAD1_	TEA_domain_family_member_1_(SV40_transcriptional_enhancer_factor)_	None	None	-0.00064	0.00277	-0.00054	-0.00965	0.00116	-0.00443	0.00304	0.00311	-0.00066	0.01084	-0.00284	-0.0057	-0.01037	0.00463	0.00293	0.00769	-0.00481	-0.00839
IMAGE:472103	SHOC2_	soc-2_suppressor_of_clear_homolog_(C._elegans)_	None	None	0.00016	-0.00402	0.00085	0.00414	-0.00164	-0.00094	0.0006	0.00276	-0.00089	0.00906	0.0033	0.00037	0.00027	0.00554	-0.00258	-0.00369	0.00124	-0.00741
IMAGE:47255	None	ESTs_	None	None	0.00359	0.00061	0.00019	0.00739	-0.00654	0.00217	-0.00191	0.00153	-0.00405	0.00352	0.00239	0.00804	0.00734	0.004	0.01252	-0.00583	0.00723	-0.00755
IMAGE:47361	None	"Homo_sapiens_cDNA_FLJ38296_fis,_clone_FCBBF3012347_"	None	None	-0.00307	-0.00196	-0.0037	-0.00858	-0.01113	0.0049	0.00134	-0.00215	0.0039	0.00986	0.00149	-0.0109	-0.01032	0.00809	0.01299	0.00153	-0.00374	-0.00541
IMAGE:47475	CYFIP2_	cytoplasmic_FMR1_interacting_protein_2_	None	None	0.00879	0.00015	-0.00514	-0.00007	0.00894	0.00204	-0.00208	0.00015	-0.00482	0.00523	0.00467	0.011	0.01045	-0.01096	0.01847	-0.00011	-0.00104	-0.00794
IMAGE:47481	CLECSF2_	"C-type_(calcium_dependent,_carbohydrate-recognition_domain)_lectin,_superfamily_member_2_(activation-induced)_"	None	None	0.00021	0.00851	0.0158	-0.00464	0.01219	-0.01347	-0.02053	0.00878	-0.00745	0.00075	-0.01261	-0.01226	-0.01174	-0.01301	-0.01042	-0.00467	0.00918	-0.00951
IMAGE:47795	ZNF161_	zinc_finger_protein_161_	None	None	-0.00028	-0.00083	-0.00837	0.01615	0.00594	0.00042	-0.01375	-0.00692	-0.02244	0.01379	-0.006	0.00033	-0.01292	0.00673	-0.00609	0.00194	-0.00053	-0.0107
IMAGE:47853	STARD4_	"**START_domain_containing_4,_sterol_regulated_"	None	None	0.00033	-0.01096	0.011	0.00234	-0.00338	0.00421	-0.00258	-0.00164	-0.00571	0.00125	0.00692	-0.01819	-0.00032	0.00002	-0.00567	-0.00103	0.00332	-0.00828
IMAGE:48286	MIZF_	MBD2_(methyl-CpG-binding_protein)-interacting_zinc_finger_protein_	None	None	-0.00253	0.00028	-0.01759	-0.00552	-0.00352	0.00123	-0.00051	-0.00544	0.00403	0.00137	-0.00025	0.01692	0.00741	-0.00579	0.00983	0.00106	-0.00418	-0.00824
IMAGE:485195	CLDN3_	claudin_3_	None	None	-0.00433	-0.00259	-0.01049	-0.01082	-0.0066	0.0123	-0.0106	-0.00661	0.0086	0.00558	0.00473	0.01482	-0.01485	-0.01082	0.00836	0.0038	0.01094	-0.0059
IMAGE:486171	CENTD2_	"centaurin,_delta_2_"	None	None	-0.00118	-0.00894	-0.00222	0.00028	-0.00438	0.00221	0.00092	-0.00374	-0.01339	0.00615	-0.0111	0.00409	0.00037	-0.00827	0.00377	-0.01123	0.00427	-0.00832
IMAGE:486186	PABPN1_	"poly(A)_binding_protein,_nuclear_1_"	None	None	0.00353	-0.00616	0.00147	-0.00952	0.01239	-0.00004	0.00852	0.00832	0.00457	-0.00832	-0.00653	-0.0344	-0.01637	0.00223	-0.02305	-0.00207	-0.01493	-0.01482
IMAGE:486259	None	Homo_sapiens_mRNA;_cDNA_DKFZp564C1216_(from_clone_DKFZp564C1216)_	None	None	0.00149	-0.00992	0.00626	0.00989	-0.00364	-0.00922	-0.00057	0.00193	0.00161	-0.00822	-0.00145	0.00937	-0.00354	0.00271	0.00645	0.00909	0.00989	-0.00511
IMAGE:48631	KCNAB2_	"potassium_voltage-gated_channel,_shaker-related_subfamily,_beta_member_2_"	None	None	-0.01349	0.00521	0.01597	0.0006	-0.00492	0.01009	0.00489	-0.00965	-0.01206	0.00026	-0.0095	-0.00248	0.00374	-0.00206	-0.00475	0.0191	-0.00357	-0.00809
IMAGE:486544	SNAPC3_	"small_nuclear_RNA_activating_complex,_polypeptide_3,_50kD_"	None	None	-0.00466	0.00408	-0.00112	0.00375	0.00703	-0.00625	0.00328	-0.00028	0.00034	0.00597	0.00849	0.01267	0.00095	-0.00556	-0.00041	-0.00301	0.00533	-0.00819
IMAGE:486567	MGC3None62_	hypothetical_protein_MGC3062_	None	None	-0.00697	-0.01173	0.0048	-0.00272	-0.00154	-0.00896	0.00171	-0.00218	0.00441	0.00181	0.00271	-0.00535	0.00502	-0.00786	-0.00762	0.00204	0.00303	-0.00818
IMAGE:486607	UBE2E1_	"ubiquitin-conjugating_enzyme_E2E_1_(UBC4/5_homolog,_yeast)_"	None	None	0.01359	0.00851	0.00613	-0.01051	0.00216	0.00187	-0.03516	-0.00074	0.01037	-0.01694	0.01456	-0.01355	-0.0033	-0.00423	0.02868	0.00356	0.01339	-0.01171
IMAGE:486678	None	"Homo_sapiens_cDNA_FLJ35647_fis,_clone_SPLEN2012756_"	None	None	0.00895	-0.00759	-0.02033	-0.00902	-0.00546	0.01163	0.00577	-0.00266	-0.00262	-0.00836	-0.00584	-0.00006	-0.00711	-0.00383	0.00087	-0.00525	0.00296	-0.00711
IMAGE:486828	ERBB3_	v-erb-b2_erythroblastic_leukemia_viral_oncogene_homolog_3_(avian)_	None	None	0.00729	0.00678	0.00428	0.00892	0.00048	0.0033	-0.00458	0.00643	-0.00929	0.00729	0.00589	0.00132	0.0129	0.00704	0.00778	0.01175	-0.00512	-0.01222
IMAGE:486885	FLJ1None8None3_	hypothetical_protein_FLJ10803_	None	None	-0.01323	-0.01093	-0.00172	-0.00506	0.00199	0.00862	-0.02077	-0.02165	0.00881	0.00126	0.0009	0.00751	-0.00081	-0.00063	-0.01109	-0.00751	0.00184	-0.00921
IMAGE:487087	LOC51141_	insulin_induced_protein_2_	S	None	-0.00812	-0.01174	-0.00048	0.04038	0.0159	-0.01813	0.00044	0.00395	-0.00219	0.01756	0.00492	0.00409	-0.01249	0.00849	0.00631	-0.01539	0.00591	-0.01001
IMAGE:487381	CDK5RAP2_	CDK5_regulatory_subunit_associated_protein_2_	None	None	0.00072	-0.00116	-0.00342	-0.00793	0.00092	-0.01515	0.0103	0.01077	0.00592	0.00423	-0.00512	-0.00228	0.00511	0.00115	-0.01076	-0.00264	-0.00181	-0.00954
IMAGE:487437	PPIC_	peptidylprolyl_isomerase_C_(cyclophilin_C)_	None	None	-0.00367	0.00342	0.00698	0.00182	-0.00041	-0.00334	-0.00342	-0.0031	0.00148	-0.00682	-0.00284	-0.00021	0.00373	0.00429	0.00887	0.00484	-0.00167	-0.00764
IMAGE:487764	None	"Homo_sapiens,_clone_IMAGE:4182947,_mRNA_"	None	None	0.008	0.00856	-0.0165	-0.00367	0.01306	-0.0005	-0.00514	0.00503	0.01117	0.00082	-0.00744	-0.00657	-0.00754	0.00203	0.01058	0.003	-0.00208	-0.00896
IMAGE:487777	RB1_	retinoblastoma_1_(including_osteosarcoma)_	None	None	-0.00152	-0.00426	0.00004	0.00309	0.0074	-0.00107	0.0005	-0.01027	-0.00467	-0.00077	0.00053	0.0011	0.00237	0.0044	0.00323	0.00152	0.0016	-0.00828
IMAGE:487809	STX7_	**syntaxin_7_	None	None	-0.00677	0.00878	0.01211	-0.00858	0.00434	-0.00356	-0.01078	-0.01132	-0.01156	0.00721	-0.00061	-0.01986	-0.00784	0.00799	-0.00103	-0.00239	0.00233	-0.00812
IMAGE:487948	None	"Homo_sapiens_cDNA:_FLJ22566_fis,_clone_HSI01980_"	None	None	0.00342	0.00363	0.00624	-0.00788	0.01013	0.0016	0.01111	-0.00212	-0.00918	0.00483	0.00264	-0.0035	-0.00133	-0.00361	0.00391	-0.00133	0.00341	-0.00741
IMAGE:48799	ATP1B2_	"ATPase,_Na+/K+_transporting,_beta_2_polypeptide_"	None	None	0.00202	-0.00242	0.00197	0.00028	0.00362	-0.00066	0.00524	0.00235	-0.00084	0.00421	0.00711	0.00292	0.00335	-0.00302	0.00771	0.01017	-0.00298	-0.00952
IMAGE:488019	IL15RA_	"interleukin_15_receptor,_alpha_"	None	None	-0.00369	0.00658	-0.00687	0.0016	0.00529	-0.00476	-0.0056	-0.00272	-0.01835	-0.00075	0.00175	-0.0127	-0.01772	-0.01223	-0.00066	-0.00687	-0.00107	-0.01006
IMAGE:488155	FLJ12787_	hypothetical_protein_FLJ12787_	None	None	0.00697	0.00718	-0.00762	0.00191	0.00251	-0.00928	-0.00268	0.0043	-0.00913	0.00104	0.00191	-0.01808	0.00059	-0.00135	-0.00793	-0.00488	0.01889	-0.0096
IMAGE:488157	SUPV3L1_	"suppressor_of_var1,_3-like_1_(S._cerevisiae)_"	None	None	-0.00141	0.00181	-0.00415	0.00785	0.0068	-0.00489	-0.00862	-0.00348	-0.00632	0.00063	-0.00228	-0.01624	0.00353	-0.00102	-0.00459	-0.01349	0.00104	-0.00934
IMAGE:488271	None	"ESTs,_Weakly_similar_to_I38022_hypothetical_protein_-_human_[H.sapiens]_"	None	None	0.0026	0.00497	-0.01026	0.00124	-0.00064	0.01015	-0.00904	0.00203	0.01143	-0.00726	-0.00977	0.0018	0.00651	-0.00279	0.01031	0.00013	-0.00516	-0.00848
IMAGE:488303	APACD_	ATP_binding_protein_associated_with_cell_differentiation_	None	None	0.00116	-0.00118	-0.00695	0.00151	0.01085	0.0094	0.0097	-0.00292	0.00479	0.00675	-0.00706	0.00593	-0.01053	0.00372	0.00232	0.01281	0.00346	-0.00851
IMAGE:488413	KIF5B_	kinesin_family_member_5B_	G2	None	-0.01032	0.0019	-0.00194	0.00121	0.00723	-0.01297	0.00287	-0.00217	0.01669	0.00684	0.00632	0.00373	-0.00393	0.00412	-0.01248	-0.00727	0.01813	-0.0062
IMAGE:488499	CHUK_	conserved_helix-loop-helix_ubiquitous_kinase_	None	None	0.00879	0.00452	-0.01002	-0.00189	0.00109	0.01108	-0.00182	-0.00239	-0.01105	0.01563	0.00438	0.00847	0.00238	0.00164	0.01509	-0.00642	0.00361	-0.00881
IMAGE:488584	None	"Homo_sapiens_cDNA_FLJ40409_fis,_clone_TESTI2037723_"	None	None	-0.00934	-0.00456	-0.01319	-0.0066	0.00159	-0.00712	-0.0015	-0.01306	0.00619	-0.00357	-0.00145	0.00298	0.00546	-0.00713	0.00409	0.00313	-0.00457	-0.00862
IMAGE:488642	None	"Homo_sapiens,_clone_MGC:45714_IMAGE:5429060,_mRNA,_complete_cds_"	None	None	-0.00924	-0.00756	0.00452	0.00747	0.00075	0.00379	-0.00169	-0.01298	-0.00868	-0.00265	0.00369	-0.01415	-0.00425	0.00521	-0.0052	-0.0008	-0.00702	-0.00874
IMAGE:488707	None	"Homo_sapiens_cDNA_FLJ11161_fis,_clone_PLACE1007021_"	None	None	0.00498	0.00458	-0.00015	0.00052	0.00413	0.00506	0.00376	0.00999	-0.00895	0.00265	-0.00249	0.00249	-0.00472	-0.00546	-0.01071	-0.00125	-0.00456	-0.01095
IMAGE:488886	FBXW2_	F-box_and_WD-40_domain_protein_2_	None	None	0.00218	0.0034	-0.00849	-0.00562	0.00112	-0.00669	0.00531	0.00502	0.00169	0.00449	-0.00092	-0.00286	-0.00367	-0.00268	-0.00103	0.00103	0.00697	-0.00911
IMAGE:489047	MGC15437_	nm23-phosphorylated_unknown_substrate_	None	None	-0.00116	-0.00604	0.00518	0.00465	0.02137	0.00158	-0.00875	-0.01519	0.00717	-0.00992	-0.00052	-0.00303	-0.00714	0.00343	0.00632	-0.00813	0.00702	-0.00693
IMAGE:489102	EPIM_	epimorphin_	None	None	0.00426	-0.00098	0.00301	-0.00216	-0.00435	-0.00765	-0.00252	0.00097	-0.0156	0.00269	-0.00669	0.0049	0.00451	0.00017	-0.00022	0.00522	0.00496	-0.00885
IMAGE:489407	ABCB1None_	"ATP-binding_cassette,_sub-family_B_(MDR/TAP),_member_10_"	None	None	0.0069	0.0032	0.00476	0.00563	0.00087	0.00025	-0.0062	0.00402	-0.0093	-0.00014	-0.00167	0.00275	0.00417	0.0098	0.00812	-0.00057	-0.00785	-0.01007
IMAGE:489444	FLJ2None211_	hypothetical_protein_FLJ20211_	None	None	-0.00779	0.0129	-0.00202	0.01244	-0.0012	-0.00347	-0.01077	0.00646	-0.00109	-0.00464	-0.00791	0.00291	-0.00291	-0.00363	-0.00153	-0.00091	-0.00706	-0.0109
IMAGE:489485	HYOU1_	hypoxia_up-regulated_1_	None	None	-0.00452	-0.00062	-0.00118	0.00205	-0.00361	-0.01023	0.00905	-0.00036	0.00458	0.00151	0.00451	-0.00498	0.00198	0.00604	0.00307	0.00975	0.00627	-0.00694
IMAGE:489489	LBR_	lamin_B_receptor_	G2/M	None	0.01025	-0.00177	-0.00497	-0.00642	0.01796	-0.01111	-0.02181	0.00033	0.00955	0.00108	0.00066	-0.00141	0.00517	0.00139	-0.01114	0.00948	0.00437	-0.01166
IMAGE:489519	TIMP3_	"tissue_inhibitor_of_metalloproteinase_3_(Sorsby_fundus_dystrophy,_pseudoinflammatory)_"	None	None	-0.00479	-0.00764	0.0132	0.0061	-0.00774	0.00391	0.00253	0.0034	0.01024	-0.00432	0.00222	-0.00839	0.0053	0.0093	0.00782	0.00799	-0.01241	-0.00907
IMAGE:489560	MRPS6_	mitochondrial_ribosomal_protein_S6_	None	None	0.00287	0.00421	-0.02277	-0.00109	0.00626	-0.00278	0.00131	0.00174	0.00186	-0.00667	-0.01077	0.00576	0.0007	-0.00872	0.00079	0.00859	-0.00312	-0.01068
IMAGE:489680	NCKAP1_	NCK-associated_protein_1_	None	None	-0.00213	0.00317	0.00228	0.00053	-0.00128	-0.00798	-0.01421	-0.00061	0.00088	-0.00383	0.00329	-0.01155	0.00109	-0.00524	0.01022	-0.00067	0.00391	-0.00633
IMAGE:489705	FAIM_	Fas_apoptotic_inhibitory_molecule_	None	None	-0.00853	-0.0039	-0.0046	0.00275	0.0024	-0.00089	-0.01339	-0.00281	0.01012	0.00662	0.00256	-0.00215	-0.00268	-0.00435	0.00083	0.00638	-0.00456	-0.00814
IMAGE:489798	GOLGIN-67_	golgin-67_	S	None	-0.01984	0.0317	0.00725	0.01409	0.01056	0.00027	0.01154	0.00773	-0.00506	0.00962	-0.01757	-0.00277	-0.04245	0.02153	-0.00606	0.0019	-0.01079	-0.01278
IMAGE:489823	COX17_	"COX17_homolog,_cytochrome_c_oxidase_assembly_protein_(yeast)_"	None	None	0.00665	0.00789	0.01011	-0.0044	0.0044	0.00495	-0.00974	0.00402	0.00756	-0.00941	0.01104	-0.01173	0.01419	0.00622	0.00361	-0.00337	-0.00964	-0.01046
IMAGE:489931	None	"ESTs,_Weakly_similar_to_Z195_HUMAN_Zinc_finger_protein_195_[H.sapiens]_"	None	None	0.01112	0.00166	-0.00395	0.00487	-0.00074	-0.00454	-0.00215	0.00562	-0.00992	0.00063	-0.00636	-0.00524	0.00671	0.00482	0.01001	-0.00393	0.00487	-0.00595
IMAGE:490102	BTAF1_	"BTAF1_RNA_polymerase_II,_B-TFIID_transcription_factor-associated,_170_kD_(Mot1_homolog,_S._cerevisiae)_"	None	None	-0.00814	-0.00361	0.01578	0.01282	0.00298	-0.00743	0.00848	-0.00433	-0.00839	0.02203	-0.00084	0.02003	0.00011	0.01595	0.00835	0.00409	0.00617	-0.00861
IMAGE:490147	MRPL35_	mitochondrial_ribosomal_protein_L35_	None	None	-0.00358	-0.00505	0.00158	-0.00282	0.00249	-0.00071	0.01303	0.0007	-0.00167	0.00258	0.00277	0.00113	-0.00969	-0.00509	-0.00376	0.00798	-0.00068	-0.00809
IMAGE:490306	TM9SF1_	transmembrane_9_superfamily_member_1_	None	None	0.00155	0.00014	0.00451	-0.00118	-0.00121	0.00249	-0.01453	-0.00189	0.00685	0.00762	0.00659	-0.00313	0.00822	0.00831	0.00788	-0.00152	0.00333	-0.00841
IMAGE:490368	CD58_	"CD58_antigen,_(lymphocyte_function-associated_antigen_3)_"	None	None	-0.00891	-0.00866	-0.00349	0.00329	-0.00499	0.00113	-0.00674	-0.00855	0.00056	0.00385	-0.01598	0.02191	0.01551	-0.00736	0.00604	-0.00191	0.0014	-0.009
IMAGE:490449	None	"Homo_sapiens_cDNA_FLJ39622_fis,_clone_SMINT2001199_"	None	None	0.00052	-0.0005	0.00818	0.00227	0.00861	0.00023	-0.00008	-0.00216	-0.00263	-0.00506	-0.00931	0.00546	0.00048	0.00215	0.0013	-0.00554	0.00148	-0.00781
IMAGE:490548	MDSNone31_	uncharacterized_hematopoietic_stem/progenitor_cells_protein_MDS031_	None	None	-0.00202	0.00503	0.00374	-0.00476	0.00484	0.00916	-0.0027	-0.00383	-0.00832	-0.00249	-0.00283	0.00665	0.00083	-0.01026	0.01457	0.00556	-0.01804	-0.00924
IMAGE:490668	None	"Homo_sapiens,_clone_IMAGE:4182947,_mRNA_"	None	None	0.00358	-0.00375	0.00204	0.00226	-0.00187	-0.00648	0.00261	0.00104	-0.00876	-0.00285	-0.00586	0.00736	-0.00044	0.00531	0.00935	-0.00221	-0.00301	-0.00709
IMAGE:490763	IREB2_	iron-responsive_element_binding_protein_2_	None	None	0.00462	-0.00063	0.00262	0.00811	0.00437	-0.00087	0.00313	-0.00429	-0.00015	-0.00865	0.00535	0.01558	0.00518	0.00869	0.00728	0.00725	0.00781	-0.006
IMAGE:490767	DOK2_	"docking_protein_2,_56kD_"	None	None	-0.00444	-0.01152	0.00297	-0.01025	-0.00721	-0.00752	0.01137	-0.00411	-0.00959	0.0151	0.00839	0.00776	-0.00236	-0.00493	0.00338	-0.00063	0.00593	-0.00699
IMAGE:490809	None	"Homo_sapiens_cDNA_FLJ33578_fis,_clone_BRAMY2011639_"	None	None	0.01407	0.00676	-0.01889	-0.00281	0.03287	0.00579	-0.00016	-0.02356	-0.02944	-0.00804	-0.02103	-0.00685	-0.01896	0.01503	0.00196	-0.00204	-0.00126	-0.00985
IMAGE:490959	FLJ22479_	hypothetical_protein_FLJ22479_	None	None	-0.00696	0.00133	-0.00085	0.00224	-0.00184	-0.00738	-0.0132	-0.00023	0.00592	0.00982	0.01168	0.0075	-0.01255	0.00721	0.00447	-0.00018	-0.00345	-0.00908
IMAGE:49117	KIAANone215_	KIAA0215_gene_product_	None	None	0.00736	-0.00093	-0.00108	-0.00098	0.00875	0.00488	0.00271	0.00159	-0.00406	0.01269	-0.0016	-0.00371	-0.00786	0.006	0.01455	0.00244	-0.00051	-0.00773
IMAGE:491237	None	"ESTs,_Weakly_similar_to_0903209A_peptide_PD,basic_Pro_rich_[Homo_sapiens]_[H.sapiens]_"	None	None	0.01132	-0.00226	0.00071	0.00139	0.00064	-0.00194	-0.0022	0.01028	-0.01108	-0.00219	-0.00053	0.00527	0.00585	-0.00597	-0.00259	0.00834	-0.00645	-0.01113
IMAGE:491244	FLJ2None371_	**hypothetical_protein_FLJ20371_	None	None	0.0133	0.00151	0.00225	-0.00512	0.00156	-0.00015	0.01493	0.01613	0.01104	-0.00315	-0.003	-0.00958	-0.00297	0.01338	0.00295	-0.00196	0.00488	-0.00791
IMAGE:491418	ZNF198_	**zinc_finger_protein_198_	None	None	0.01092	0.00182	-0.01263	-0.00782	-0.00044	-0.00025	-0.00435	0.00036	-0.00696	0.00555	-0.00002	-0.00945	-0.00088	-0.00192	0.01065	0.01613	0.00385	-0.00818
IMAGE:491465	DKFZp434PNone531_	**hypothetical_protein_DKFZp434P0531_	None	None	0.00725	-0.00813	-0.00759	-0.00282	0.00824	0.01034	-0.00114	-0.00541	0.00602	0.01319	0.00192	0.00418	0.00354	0.00718	0.0051	-0.00481	0.006	-0.00747
IMAGE:491527	None	**Homo_sapiens_mRNA;_cDNA_DKFZp586B1922_(from_clone_DKFZp586B1922)_	None	None	-0.00214	-0.00477	-0.00806	-0.00042	0.00413	0.00285	0.00323	-0.00019	0.00989	0.00096	-0.01182	-0.006	-0.00347	-0.00349	0.01056	-0.00236	-0.0026	-0.00752
IMAGE:491627	None	ESTs_	None	None	0.00016	-0.00284	0.00602	0.00729	-0.00515	0.00236	-0.00755	-0.00956	-0.00796	-0.00977	0.00552	0.01052	0.00855	0.00556	0.00674	0.0061	0.00393	-0.00857
IMAGE:491692	COL4A1_	"collagen,_type_IV,_alpha_1_"	None	None	-0.00352	0.00109	-0.00431	-0.00248	-0.00783	-0.01566	0.00417	-0.00103	0.00743	0.00109	-0.01857	-0.00821	0.00807	-0.02186	0.02396	0.00193	0.04627	-0.00291
IMAGE:491694	None	"Homo_sapiens_cDNA_FLJ35146_fis,_clone_PLACE6010077_"	None	None	-0.00396	-0.00005	0.0261	-0.02175	-0.00349	-0.00059	-0.02082	-0.00611	-0.01254	0.00904	-0.02208	0.02871	-0.01274	-0.00292	0.0096	0.0038	0.00677	-0.01134
IMAGE:49184	None	"**Homo_sapiens,_clone_IMAGE:4154219,_mRNA,_partial_cds_"	None	None	0.00575	0.00397	-0.01224	-0.00511	0.00675	0.00512	0.00591	0.00238	0	-0.00457	0.00485	0.00223	0.00171	-0.00492	-0.00847	0.00233	-0.00479	-0.01032
IMAGE:49228	DKFZP434F195_	DKFZP434F195_protein_	None	None	0.00446	0.00006	0.00725	0.00969	-0.00677	0.00154	-0.00703	-0.00113	-0.00762	-0.00174	0.00299	-0.0082	0.00318	0.01028	0.00921	-0.00161	0.01119	-0.00748
IMAGE:49273	SLC27A4_	"solute_carrier_family_27_(fatty_acid_transporter),_member_4_"	None	None	0.00466	0.00194	0.00163	-0.01553	-0.01444	0.00487	-0.01353	0.00237	-0.00749	-0.00587	-0.0095	0.0027	0.00429	-0.01332	0.00203	0.00172	0.00813	-0.00748
