YORF	NAME	PROCESS	FUNCTION	MICROARRAY_CLASSIFICATION	TRADITIONAL_CLASSIFICATION	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18
YOL036W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01036	-0.00766	-0.00371	-0.00638	-0.01974	0.00558	-0.00052	0.01584	0.02028	-0.00592	0.02115	-0.00533	0.0134	-0.00431	0.00701	0.01665	0.00836	0.00182
YOL038W	PRE6	ubiquitin-dependent_protein_degradation_	multicatalytic_endopeptidase_	None	None	-0.0067	-0.00227	-0.00628	-0.00821	-0.00224	-0.00139	-0.00306	0.01452	0.01365	-0.01034	-0.00711	-0.0116	0.00667	0.00209	0.01388	0.00535	0.00708	-0.00547
YOL039W	RPP2A	protein_biosynthesis*_	structural_protein_of_ribosome_	None	None	-0.01281	-0.01009	-0.01514	-0.005	0.00133	0.00619	0.00006	0.00074	0.00789	-0.01441	-0.01115	0.00114	0.00219	0.01481	0.00148	0.00683	-0.00397	0.00743
YOL040C	RPS15	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	-0.01122	-0.00436	-0.00898	-0.02571	0.00383	0.01236	0.02419	0.02023	0.02727	-0.02593	-0.011	-0.00229	0.00753	0.0238	0.00653	0.00662	0.00198	0.00778
YOL041C	NOP12	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01026	-0.00726	-0.01725	0.00125	0.00106	-0.00738	-0.00185	0.00657	-0.03379	-0.00761	-0.02364	0.01013	0.01711	0.00092	0.01104	-0.00741	0.00557	-0.00453
YOL049W	GSH2	biological_process_unknown_	glutathione_synthase_	None	None	-0.00914	-0.00981	-0.00264	0.01	0.00123	-0.0035	-0.01154	0.0055	0.0154	-0.00982	0.00926	-0.01042	-0.00664	-0.00178	-0.0054	-0.00279	0.009	-0.00908
YOL050C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00587	-0.01216	0.00382	0.00264	-0.01911	-0.00021	0.01298	0.01242	-0.00468	-0.00088	-0.01552	-0.01926	0.00301	-0.00508	0.00811	0.0086	-0.00018	-0.00797
YOL051W	GAL11	transcription_from_Pol_II_promoter_	RNA_polymerase_II_transcription_mediator_	None	None	-0.01121	-0.01709	0.01692	0.0204	-0.01791	0.01254	-0.01525	0.01141	-0.01884	-0.02075	0.00833	-0.01209	-0.01626	0.0133	0.02363	0.01794	0.00271	0.01938
YOL052C	SPE2	biological_process_unknown_	adenosylmethionine_decarboxylase_	None	None	-0.00813	-0.00639	-0.0018	-0.00539	-0.00238	0.00117	0.01159	0.0061	-0.00169	-0.00781	-0.01435	-0.00184	0.00318	0.0104	0.00628	-0.00025	-0.00418	-0.0024
YOL056W	GPM3	glycolysis*_	phosphoglycerate_mutase_	None	None	-0.00989	-0.00696	-0.00684	0.00455	0.00037	-0.00197	-0.02074	-0.01576	-0.00281	-0.02186	0.00756	-0.00059	0.01145	0.00838	0.05147	0.01794	0.00467	-0.00651
YOL057W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01087	-0.00703	0.0058	-0.0088	-0.01624	-0.0027	-0.00121	0.00364	0.00843	-0.01722	-0.01668	-0.01082	-0.0055	0.00508	-0.00173	0.02564	-0.00552	-0.00019
YOL058W	ARG1	arginine_biosynthesis*_	argininosuccinate_synthase_	S/G2	None	-0.01342	-0.02378	-0.00124	-0.03243	0.00892	0.08338	-0.02076	-0.00538	0.00072	0.05004	0.00733	0.0343	0.00181	0.07474	-0.00279	0.03581	-0.01668	-0.03273
YOL059W	GPD2	biological_process_unknown_	UDP-N-acetylmuramate_dehydrogenase_	None	None	-0.00487	-0.00962	-0.01379	-0.01234	0.00458	0.03671	0.00227	-0.01501	0.02413	0.01476	-0.04144	-0.03036	-0.01219	0.01607	0.08443	0.00542	0.01655	0.00046
YOL060C	AMI3	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01026	-0.01436	-0.01403	0.0003	-0.0013	0.00902	-0.00049	-0.00797	0.0086	0.01789	0.00729	-0.01237	-0.00023	0.0011	0.01469	0.00016	-0.00123	0.00175
YOL061W	PRS5	histidine_biosynthesis*_	ribose-phosphate_pyrophosphokinase_	None	None	-0.01035	-0.00619	-0.01027	-0.00993	0.00324	-0.00289	0.00785	0.00427	0.00665	-0.00937	-0.00409	-0.00559	0.00987	0.00108	0.00566	0.00977	0.00659	0.00075
YOL062C	APM4	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01054	-0.00679	-0.01502	-0.00133	0.00229	0.00762	-0.00674	0.00226	-0.00136	0.00383	0.00229	0.00744	0.00983	0.01504	-0.00078	0.00436	0.0023	-0.01122
YOL064C	MET22	sulfate_assimilation*_	"3'(2'),5'-bisphosphate_nucleotidase_"	None	None	-0.00892	-0.00698	-0.01625	-0.00346	0.0052	0.00603	-0.01273	0.00614	0.00081	-0.00457	-0.00601	0.00916	0.00903	0.00695	0.00256	-0.00429	0.00088	-0.01395
YOL067C	RTG1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00969	-0.00798	-0.00992	-0.00034	-0.00914	-0.00927	-0.00016	0.00586	0.00776	0.01531	-0.00483	-0.00402	0.02148	0.00303	0.00717	0.00865	0.00082	-0.01907
YOL068C	HST1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00471	-0.00584	-0.01278	0.00882	-0.0021	-0.00347	-0.01259	0.00137	0.00446	-0.01682	-0.00018	0.00691	-0.01544	-0.02568	-0.00562	0.00171	-0.02182	-0.02945
YOL069W	NUF2	microtubule_nucleation_	structural_protein_of_cytoskeleton_	G2/M	None	-0.00287	-0.00508	-0.00628	0.00106	-0.01934	-0.00245	0.00747	0.01016	0.00494	-0.00648	-0.00973	-0.00914	-0.00049	0.00318	0.01974	-0.01196	0.00632	-0.01395
YOL070C	None	biological_process_unknown_	molecular_function_unknown_	G2/M	None	-0.00592	-0.01612	-0.01563	0.02929	0.00206	-0.00339	-0.003	0.03232	-0.00374	-0.01463	0.00041	-0.04201	0.00734	0.00341	0.00815	-0.03117	0.02658	-0.00494
YOL072W	THP1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00968	-0.01049	-0.01069	0.02045	-0.00753	-0.00964	-0.01555	0.002	0.01136	-0.01592	-0.00748	0.00496	-0.00015	-0.01214	0.00612	-0.01319	-0.00436	-0.00601
YOL077C	BRX1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00739	-0.00361	0.00114	-0.00397	0.00485	-0.01513	0.02236	0.00883	-0.00783	-0.02072	-0.0188	0.00346	-0.00513	-0.00601	0.00801	-0.02001	0.00865	-0.00403
YOL080C	REX4	biological_process_unknown_	3'-5'_exonuclease_	None	None	-0.0115	-0.00693	-0.01293	-0.00491	-0.0032	-0.00572	-0.01206	-0.00597	-0.02067	-0.00461	0.01062	0.01309	0.0042	-0.00373	0.00073	0.0027	0.00354	-0.00946
YOL081W	IRA2	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00395	-0.01642	-0.00798	0.01788	0.00163	0.03346	0.02559	0.0053	0.02147	0.00349	0.02745	-0.01526	0.00763	-0.00498	-0.0024	0.00852	0.02932	0.0045
YOL086C	ADH1	biological_process_unknown_	acylglycerone-phosphate_reductase_	None	None	-0.01053	-0.00782	-0.02187	-0.01713	-0.00784	0.01502	0.00833	0.00585	0.0147	-0.01305	-0.01809	-0.00125	-0.00685	0.00299	0.00338	-0.00221	0.00587	0.0084
YOL088C	MPD2	biological_process_unknown_	molecular_function_unknown_	S/G2	None	-0.00855	-0.00902	-0.02592	-0.01389	-0.01224	0.01214	-0.00353	-0.0063	0.01454	-0.00415	-0.00579	-0.0022	-0.0019	0.01212	-0.00579	0.00491	0.00697	-0.0043
YOL092W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00777	-0.00607	-0.01887	-0.00166	-0.0079	0.00684	-0.01131	0.01879	0.00449	-0.0293	-0.01166	-0.00623	-0.01217	-0.00023	0.01238	0.00734	-0.00683	0.00059
YOL097C	WRS1	biological_process_unknown_	tryptophan--tRNA_ligase_	None	None	-0.00653	-0.00562	0.00382	-0.00061	0.00169	-0.0052	0.02075	0.01467	0.009	-0.01378	-0.02116	-0.00547	-0.00497	0.00226	-0.00809	-0.02175	0.00645	-0.00376
YOL104C	NDJ1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01172	-0.00708	-0.02375	-0.00151	-0.00497	0.04164	-0.01561	-0.00106	-0.01548	0.01661	-0.00187	-0.0003	0.02045	0.03683	-0.02023	0.00006	0.00085	-0.02657
YOL105C	WSC3	cell_wall_organization_and_biogenesis*_	molecular_function_unknown_	None	None	-0.01131	-0.00696	-0.00934	-0.00804	-0.00446	0.01545	-0.00371	-0.01242	0.00376	0.01992	-0.00019	0.01049	0.02372	0.03812	-0.00336	-0.02938	0.0034	-0.01422
YOL106W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.02823	-0.02486	-0.02097	0.00772	-0.0175	0.00145	-0.0042	-0.00896	0.00717	0.01686	-0.0478	0.00214	0.04158	0.01148	-0.00163	0.00247	-0.01468	0.02319
YOL107W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01147	-0.00836	-0.01015	-0.00734	-0.01064	0.00619	-0.01239	-0.00367	0.00142	-0.00257	-0.01856	-0.00184	0.02544	0.03045	0.00972	-0.01168	0.01484	-0.00314
YOL109W	ZEO1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01034	-0.00952	-0.01321	-0.01548	0.00938	-0.00295	0.02883	0.01114	0.0087	-0.01909	-0.01655	-0.03911	0.00265	0.03231	0.00996	-0.01882	-0.00194	0.00662
YOL110W	SHR5	RAS_protein_signal_transduction*_	molecular_function_unknown_	None	None	-0.00999	-0.00727	-0.01026	-0.00072	0.00238	0.00435	-0.01526	0.00036	-0.00335	-0.00797	0.02202	0.00602	0.01274	0.00768	0.01232	-0.00586	-0.00693	-0.01276
YOL111C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00801	-0.00236	-0.01022	-0.0142	-0.00237	0.00035	-0.00341	-0.00698	0.01884	-0.0032	-0.00594	-0.00945	0.01527	0.02925	0.00985	-0.01785	-0.00364	-0.01814
YOL112W	MSB4	actin_filament_organization_	molecular_function_unknown_	S/G2	None	-0.00541	-0.00503	-0.01351	-0.00723	-0.01264	0.00894	-0.01479	-0.00382	0.01066	-0.01525	0.02168	-0.01778	-0.00225	0.00685	0.00402	0.002	-0.00723	-0.02704
YOL120C	RPL18A	protein_biosynthesis_	structural_protein_of_ribosome_	None	None	-0.01636	-0.0172	0.00296	-0.00764	0.00158	0.01026	0.01101	-0.00491	-0.00323	-0.00073	0.01901	0.00703	-0.01839	0.01631	-0.0121	0.01982	0.00013	0.01971
YOL123W	HRP1	mRNA_processing_	molecular_function_unknown_	None	None	-0.00867	-0.01083	0.00989	-0.01072	-0.00298	0.01443	0.00785	-0.01178	0.01884	-0.01637	0.01129	-0.0001	-0.00069	0.02324	-0.02297	-0.0032	-0.0158	-0.01205
YOL126C	MDH2	gluconeogenesis*_	malic_enzyme_	None	None	-0.01294	-0.02088	0.01074	0.01301	-0.01447	0.0439	0.00382	0.00863	-0.00805	0.02303	0.01917	-0.00787	-0.0082	0.00147	0.02274	-0.00449	0.01933	0.04039
YOL127W	RPL25	protein_biosynthesis*_	structural_protein_of_ribosome*_	None	None	-0.01346	-0.00951	-0.01043	0.00571	0.00176	0.00077	-0.00046	0.01418	0.00564	-0.01636	-0.00634	0.01629	0.01348	0.00859	0.00861	-0.0148	-0.00556	-0.00141
YOL128C	None	biological_process_unknown_	protein_kinase_	None	None	-0.01573	-0.01189	0.00219	-0.00681	0.01494	0.00517	-0.02315	-0.0119	-0.03294	0.01687	0.01707	0.00166	0.03145	0.01191	0.01249	0.00963	0.02466	0.00466
YOL129W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00685	-0.00182	-0.01754	-0.01459	0.02109	0.00789	-0.00914	-0.00204	0.00405	-0.00695	0.00239	0.02365	0.00696	-0.00173	0.00762	0.00468	0.00033	-0.02262
YOL130W	ALR1	"di-,_tri-valent_inorganic_cation_transport_"	"di-,_tri-valent_inorganic_cation_transporter_"	None	None	-0.0135	-0.01165	0.01179	-0.00162	-0.00858	-0.00407	-0.00875	-0.02521	-0.01116	0.00213	0.01937	-0.00999	0.00831	0.00366	-0.00695	0.02928	0.02831	-0.00017
YOL137W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0147	-0.0119	-0.00983	-0.00674	-0.01141	0.00611	0.0072	-0.00443	0.01249	-0.00462	-0.01141	0.00139	0.01753	0.00851	-0.00984	0.00243	-0.00021	0.00393
YOL139C	CDC33	protein_synthesis_initiation*_	translation_initiation_factor_	None	None	-0.00941	-0.00376	-0.01537	-0.01736	0.01628	-0.0007	0.01195	0.01132	0.00899	-0.01283	-0.00124	0.00675	-0.00037	0.0097	0.00018	0.00142	0.00155	-0.00725
YOL143C	RIB4	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00729	-0.0032	-0.01068	-0.00563	0.00539	-0.00306	-0.00053	0.00767	0.00631	-0.01062	0.00866	0.01197	-0.00613	-0.0175	0.00374	-0.00152	0.00127	-0.01446
YOL145C	CTR9	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00695	-0.00927	-0.0045	0.00362	0.00644	0.00559	0.01124	0.00229	0.00958	-0.01756	0.00509	-0.00862	-0.00938	0.00061	-0.00762	0.00039	0.00447	-0.0053
YOL147C	PEX11	peroxisome_organization_and_biogenesis_	molecular_function_unknown_	None	None	-0.0064	-0.00613	-0.00381	-0.01263	0.01139	0.01472	-0.01329	-0.00104	0.00692	-0.03337	-0.00636	0.00947	-0.01671	-0.03298	0.0001	0.0021	-0.00501	-0.0028
YOL148C	SPT20	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01155	-0.01372	0.00888	0.00641	-0.00458	0.00032	-0.00204	-0.00497	-0.00326	-0.00066	0.00511	-0.00086	-0.00729	0.00141	0.00025	0.00562	0.0011	0.01156
YOL150C	None	biological_process_unknown_	molecular_function_unknown_	G2/M	None	-0.00538	-0.01125	0.00276	0.00098	-0.00584	0.02327	-0.00759	0.00149	0.01077	0.01199	0.01162	0.00681	-0.00716	0.00668	-0.00052	0.00337	-0.00578	-0.00481
YOL151W	GRE2	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00207	-0.00398	-0.00713	-0.00719	0.00203	0.01733	-0.00851	-0.00213	0.01078	0.00243	0.00411	0.01013	-0.01465	0.0041	-0.00505	0.00752	-0.00389	-0.02712
YOL158C	ENB1	ferric_enterobactin_transport_	ferric_enterobactin_transporter_	G2/M	None	-0.0328	-0.03881	-0.03989	0.03407	0.08784	-0.08562	0.00689	0.05285	0.02115	0.00157	0.00545	-0.03329	-0.01611	0.01155	-0.03	0.00932	0.05908	-0.01896
YOL161C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00858	-0.00255	-0.00699	-0.01548	0.00071	0.00748	-0.00321	0.00225	-0.00387	0.00034	0.01478	0.01847	0.01514	-0.00945	-0.01063	0.00141	0.00859	-0.0116
YOL165C	AAD15	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0077	-0.00979	-0.00523	0.00856	0.01824	0.01587	0.00466	-0.00211	-0.00185	-0.01983	-0.00291	0.00079	-0.01012	-0.01048	-0.00124	-0.00439	0.01034	0.00024
YOR001W	RRP6	35S_primary_transcript_processing_	3'-5'_exoribonuclease_	None	None	-0.00792	-0.00357	-0.00552	0.01021	0.0029	-0.01807	0.0016	-0.00058	-0.01248	-0.01649	-0.01804	-0.01192	0.00494	-0.00051	0.01457	-0.01046	0.0066	-0.01447
YOR002W	ALG6	protein_glycosylation_	molecular_function_unknown_	None	None	-0.01023	-0.00788	-0.00364	0.00297	0.01215	0.00079	-0.00227	0.00128	0.00701	-0.01063	0.01006	0.0073	-0.00107	-0.00501	0.00582	-0.0033	0.0043	0.00331
YOR004W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01116	-0.00696	-0.00102	0.0056	-0.00218	-0.01679	-0.00245	-0.00233	0.00421	-0.01814	0.00671	0.01165	-0.00733	-0.02226	0.00613	0.00247	0.00363	0.00007
YOR007C	SGT2	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00956	-0.00334	-0.00279	-0.00642	0.00403	-0.00911	0.00077	-0.00243	0.00186	-0.01147	-0.01889	0.00617	-0.02038	-0.01033	0.01422	0.00149	0.00166	-0.01416
YOR008C	SLG1	establishment_of_cell_polarity_(sensu_Saccharomyces)*_	molecular_function_unknown_	None	None	-0.00764	-0.00647	0.003	0.00479	0.00354	0.00343	-0.01697	-0.00098	0.00034	-0.00974	-0.00376	0.00607	-0.0041	-0.01182	-0.00492	-0.00065	-0.00203	-0.00925
YOR009W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00325	-0.0102	-0.01179	0.00236	0.01671	0.02322	0.01236	-0.00567	-0.00071	-0.00964	0.00323	-0.00372	-0.02092	-0.00412	0.00018	-0.00405	-0.00085	-0.00486
YOR010C	TIR2	cell_wall_organization_and_biogenesis*_	molecular_function_unknown_	None	None	-0.00724	-0.00673	-0.00892	-0.00579	0.00391	0.00618	-0.00758	-0.00628	-0.00301	-0.01449	0.0279	0.01471	0.00987	0.04509	-0.0017	0.00962	0.00496	-0.01717
YOR014W	RTS1	protein_biosynthesis_	protein_phosphatase_type_2A_	None	None	-0.01292	-0.00782	0.00624	0.00482	0.00297	0.00497	-0.02239	-0.01329	-0.00798	0.00364	0.00838	-0.00112	0.0194	0.02399	-0.00481	-0.00579	0.00649	-0.01198
YOR015W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01143	-0.01068	-0.00919	-0.00608	-0.01619	0.01438	-0.00156	0.01596	0.01229	0.00127	-0.00868	-0.00746	0.02513	0.00122	-0.01069	0.0066	0.00855	0.00729
YOR017W	PET127	RNA_processing_	RNA_binding_	None	None	-0.00868	-0.00994	0.00896	-0.00762	-0.01902	0.00173	-0.00528	0.00903	0.01794	-0.00714	0.01883	-0.01309	0.02222	0.00133	-0.00427	0.01328	0.01034	-0.00082
YOR019W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01259	-0.00704	0.00076	-0.00165	-0.03425	0.00709	-0.00026	0.01769	0.02154	0.00815	0.03719	0.0084	0.03605	0.00202	-0.00729	0.00612	0.02602	-0.0121
YOR020C	HSP10	protein_folding_	chaperone_	None	None	-0.01005	-0.00845	-0.01332	-0.00099	0.00119	-0.00308	-0.00902	0.00381	0.01144	-0.00649	-0.01392	0.00439	0.00391	-0.00479	0.01638	0.00703	0.01404	0.00237
YOR021C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00875	-0.00642	-0.01213	-0.00875	-0.00943	-0.00604	0.00562	0.015	0.0024	-0.00259	0.0199	0.00675	0.00555	-0.01005	0.00006	-0.00164	0.011	-0.01033
YOR022C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01481	-0.01933	0.00811	0.02919	-0.00303	-0.00928	-0.012	-0.01264	0.0152	-0.00162	-0.01123	0.0032	0.01397	-0.00732	0.00144	-0.0015	-0.00386	0.00991
YOR023C	AHC1	nucleosome_disassembly_	molecular_function_unknown_	G2/M	None	-0.00642	-0.00524	-0.00793	-0.00063	0.00213	-0.00847	0.00352	0.00222	-0.00435	-0.00859	-0.00984	-0.00574	-0.0111	-0.00899	0.00473	0.00533	0.00125	-0.01662
YOR025W	HST3	biological_process_unknown_	molecular_function_unknown_	G2/M	None	0.00776	-0.02435	-0.04361	0.05164	0.00571	0.03866	0.02341	0.01387	0.01377	-0.00544	0.00801	-0.04017	-0.06336	-0.00807	0.00189	-0.00019	0.01573	-0.03411
YOR027W	STI1	protein_folding_	molecular_function_unknown_	None	None	-0.00727	-0.00611	-0.00287	-0.00004	-0.01324	-0.00543	-0.00338	-0.00705	0.00092	-0.00965	-0.03156	-0.01463	-0.01846	-0.0067	0.01982	0.0195	0.00491	-0.0101
YOR034C	AKR2	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01359	-0.01363	-0.00707	0.00426	-0.00953	-0.00139	-0.01322	-0.00612	0.00049	-0.00105	0.01833	0.00261	0.01891	0.00534	-0.01866	0.00676	0.02227	-0.00243
YOR038C	HIR2	transcription_regulation_from_Pol_II_promoter_	transcription_co-repressor_	None	None	-0.00931	-0.01028	-0.01173	0.0074	0.00383	-0.00698	-0.01219	-0.00082	0.00466	-0.00488	0.0123	-0.00344	0.0156	0.00551	-0.01719	0.00339	0.0168	-0.01618
YOR039W	CKB2	establishment_of_cell_polarity_(sensu_Saccharomyces)*_	casein_kinase_II_	None	None	-0.00828	-0.00311	-0.00046	-0.01685	-0.00483	0.00285	-0.00551	0.0173	0.01692	-0.01683	0.00485	0.02212	0.01825	-0.00699	0.00262	0.00593	0.00746	-0.00529
YOR041C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01355	-0.01205	0.00011	0.00081	-0.00663	-0.0078	-0.00663	0.00627	0.00462	0.00867	0.00937	0.00916	0.01573	-0.00889	-0.00479	0.01431	0.00503	-0.0008
YOR043W	WHI2	biological_process_unknown_	molecular_function_unknown_	None	None	-0.0095	-0.0086	0.00396	0.00182	-0.01147	-0.00095	0.00168	0.00264	0.00043	-0.00706	0.00802	-0.00027	0.02436	0.00594	0.01336	-0.00524	0.00985	-0.00253
YOR045W	TOM6	mitochondrial_translocation_	protein_transporter_	None	None	-0.01008	-0.00594	-0.00769	-0.01847	-0.01312	0.00073	0.00953	0.01589	0.02532	-0.0077	0.0109	0.00649	0.01029	-0.0143	0.02202	0.00838	0.01095	0.00617
YOR046C	DBP5	biological_process_unknown_	RNA_helicase_	None	None	-0.01051	-0.00872	-0.00174	0.01377	0.01027	-0.01124	-0.00781	-0.00766	0.00311	-0.01007	0.01073	-0.00183	-0.01114	-0.00422	0.00298	0.00174	0.00591	-0.00714
YOR047C	STD1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01062	-0.01216	0.00053	-0.00279	-0.01549	0.00606	0.00345	0.0009	-0.00549	0.0024	-0.0157	-0.01203	-0.00297	-0.00565	-0.00771	0.01328	-0.00941	0.0058
YOR048C	RAT1	rRNA_processing*_	5'-3'_exoribonuclease_	None	None	-0.01314	-0.01205	0.0009	0.01119	0.00051	-0.01257	-0.01027	-0.00046	-0.00149	-0.01194	0.01616	-0.01612	-0.0042	0.00044	0.00079	-0.00498	0.00927	0.00125
YOR051C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00662	-0.00355	-0.00714	0.00405	0.00573	-0.00114	0.00754	0.00445	-0.0039	-0.00877	-0.00261	-0.00394	-0.00112	-0.00557	-0.00369	0.00549	0.0034	-0.01713
YOR053W	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00652	-0.00487	-0.00239	-0.00449	0.0085	-0.00315	0.01098	-0.00329	0.00075	-0.01103	-0.01163	-0.00202	0.00204	-0.00544	-0.0006	0.01552	-0.00342	-0.01667
YOR054C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00974	-0.01121	-0.0003	0.0208	0.00072	-0.00153	-0.00419	-0.00297	0.00768	-0.01038	0.01353	-0.00355	0.00731	-0.00757	-0.00622	0.01014	-0.0012	-0.00316
YOR056C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01186	-0.0126	-0.00423	0.01837	-0.01967	-0.01373	-0.00738	-0.00442	-0.01249	-0.00966	0.01096	0.01233	0.00242	-0.004	0.00723	0.00428	0.00258	-0.00494
YOR060C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01038	-0.00797	-0.00798	0.00448	-0.01217	0.00625	-0.01934	0.00245	-0.02473	-0.00553	0.01472	0.01077	0.01408	0.02355	0.00539	0.01416	0.01136	-0.00746
YOR061W	CKA2	establishment_of_cell_polarity_(sensu_Saccharomyces)*_	casein_kinase_II_	None	None	-0.01139	-0.00856	-0.0082	-0.01607	0.00077	0.00303	0.01806	0.00059	-0.00722	0.00431	-0.00899	0.00557	0.00956	0.00664	-0.00292	-0.01146	0.01279	0.00348
YOR063W	RPL3	protein_biosynthesis*_	structural_protein_of_ribosome_	None	None	-0.01237	-0.00639	-0.00332	-0.01691	0.00087	0.00186	0.01774	0.00219	0.02233	-0.01373	0.00539	-0.00494	0.01745	0.01189	0.00467	-0.00597	0.00156	0.00175
YOR064C	YNG1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01028	-0.01124	-0.0083	0.00597	-0.01356	0.00684	-0.01696	0.00379	-0.00692	-0.0053	0.02065	0.02234	0.01031	0.01428	0.00086	0.0189	0.00692	-0.00715
YOR066W	None	biological_process_unknown_	molecular_function_unknown_	M/G1	None	-0.02335	-0.02714	0.0084	0.03635	0.04451	-0.0381	-0.00107	0.01384	0.00916	0.02688	-0.01	0.03484	0.03595	0.0265	-0.00726	0.04338	0.01391	0.02181
YOR067C	ALG8	oligosaccharide-lipid_intermediate_assembly_	oligosaccharyl_transferase_	None	None	-0.00809	-0.00325	-0.0106	-0.01606	0.00074	0.00104	0.00057	0.00537	0.01511	-0.01453	0.00735	0.00164	0.00952	0.00123	0.00446	0.01002	0.00607	-0.00694
YOR068C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01198	-0.01235	-0.00472	0.00306	-0.00787	-0.00254	-0.00115	0.00164	-0.00469	0.01364	-0.00574	0.00069	-0.00203	-0.01647	-0.00003	0.00408	-0.00608	0.0058
YOR069W	VPS5	biological_process_unknown_	molecular_function_unknown_	None	None	-0.01037	-0.00806	-0.00392	0.00218	-0.01481	-0.00498	-0.00509	-0.00063	0.01567	-0.00977	0.00411	0.00435	0.03427	0.00455	-0.00477	0.02292	0.01737	-0.01279
YOR070C	GYP1	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00725	-0.00833	-0.00568	0.01123	-0.00546	-0.0055	-0.01194	-0.00135	0.00994	-0.01396	0.00904	-0.00246	0.00357	-0.015	-0.00473	-0.00239	0.00245	-0.01207
YOR071C	None	transport_	molecular_function_unknown_	None	None	-0.00721	-0.00352	0.0082	-0.00752	0.00071	0.00463	0.00153	-0.00375	-0.00753	-0.0077	-0.00108	0.01579	-0.00624	0.00227	0.01438	0.00342	-0.00811	-0.00628
YOR073W	None	biological_process_unknown_	molecular_function_unknown_	S	None	-0.00282	-0.00518	0.00583	-0.01398	-0.02688	0.00405	0.00426	-0.0074	0.03026	-0.03044	-0.00891	-0.02352	-0.00044	-0.00648	0.01716	0.00156	-0.00916	-0.01422
YOR074C	CDC21	DNA_dependent_DNA_replication*_	thymidylate_synthase_	G1	G1	-0.00772	-0.00961	0.0217	-0.02053	0.00624	0.0048	-0.0428	-0.01601	0.01091	-0.01192	0.01203	-0.02292	0.01651	-0.06909	-0.02923	-0.01449	0.02654	0.01033
YOR075W	UFE1	non-selective_vesicle_fusion*_	t-SNARE_	G1	None	-0.00809	-0.00269	0.01396	-0.01241	-0.01687	0.00625	0.00266	-0.00395	0.00388	-0.01197	-0.02058	-0.01881	0.01134	-0.0057	0.01595	0.02555	0.0084	-0.01632
YOR078W	BUD21	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00755	-0.00911	-0.00837	0.01369	-0.01586	-0.0004	-0.01233	0.01127	-0.00148	-0.01541	-0.00038	0.00268	0.00554	-0.02049	0.00535	-0.00251	-0.00901	-0.00542
YOR082C	None	biological_process_unknown_	molecular_function_unknown_	None	None	-0.00915	-0.00933	-0.00266	-0.00084	-0.01709	0.00522	-0.01811	-0.00082	-0.00193	-0.01379	0.00744	-0.00035	0.02359	0.01058	0.01222	0.01236	0.00526	-0.00253
